lexid,filename,word,sentence
pap_cau,pt1784.xml,dApitavAn,"['aTa', 'sArTa', 'patiH', 'pratyUza', 'kAle', 'ut', 'sTAya', 'prayARa', 'SaNKam', 'dApitavAn']"
noun_pn_ctp_upapada,pt1155.xml,manasijena,"['tAm', 'ca', 'a', 'pratirUpa', 'rUpAm', 'ni', 'rUpayan', 'kOlikaH', 'paYcaBiH', 'bAREH', 'manasi', 'manasijena', 'samantAt', 'tAqitaH', 'kaTam', 'kaTam', 'api', 'DErya', 'ava', 'zwamBAt', 'AkAra', 'saMvaraRam', 'kftvA', 'gfham', 'sam', 'pra', 'AptaH', 'sarvAH', 'diSaH', 'rAja', 'duhitf', 'mayIH', 'apaSyat']"
noun_pn_ctp_upapada,pt1614.xml,militaH,"['tat', 'sparSa', 'A', 'kfzwa', 'manAH', 'itaH', 'ca', 'itaH', 'ca', 'pari', 'Braman', 'kaTam', 'api', 'dEva', 'vaSAt', 'manda', 'visarpiRyA', 'militaH', 'tayA', 'ca', 'aBi', 'hitaH']"
prmp[8],pt1389.xml,kurvARaH,"['a', 'priyARi', 'api', 'kurvARaH', 'nizWurARi', 'ca', 'bruvan', 'cetaH', 'pra', 'hlAdayati', 'eva', 'sarva', 'avasTAsu', 'vallaBaH']"
prmp[8],pt1323.xml,kurvARAH,"['SrutvA', 'ca', 'SaNKa', 'Sabdam', 'gaja', 'tura', 'ga', 'raTa', 'padAtayaH', 'kzuBitAH', 'sakft', 'mUtram', 'a', 'sakft', 'kurvARAH', 'ke', 'cit', 'virasam', 'A', 'rasantaH', 'pra', 'palAyitAH', 'ke', 'cit', 'mUrCA', 'vihvala', 'tanavaH', 'BUmO', 'luWitAH', 'ke', 'cit', 'ca', 'BItAH', 'gagana', 'tala', 'ni', 'hita', 'stabDa', 'dfzwayaH', 'sTitAH']"
adj_int,pt1770.xml,cit,"['tizWan', 'aham', 'iha', 'AvAse', 'vfdDI', 'BUtaH', 'na', 'ca', 'anyAm', 'aham', 'kAm', 'cit', 'api', 'diSam', 'jAnAmi']"
adj_int,pt926.xml,kaH,"['BakzayitvA', 'bahUn', 'matsyAn', 'uttama', 'aDama', 'maDyamAn', 'atilOlyAt', 'bakaH', 'kaH', 'cit', 'mftaH', 'karkawaka', 'grahAt']"
ppf actn,mbh03_14645.xml,vijYApyAm,"['tataH', 'sa', 'bakaH', 'tam', 'akUpAram', 'kacCapam', 'vijYApyAm', 'Asa']"
ppf actn,mbh12_26093.xml,cintayAm,"['tAm', 'indraH', 'patnIm', 'kfSAm', 'glAnAm', 'ca', 'dfzwvA', 'cintayAm', 'baBUva']"
adj ctp6,mbh12_26118.xml,meDam,"['tataH', 'sa', 'varadaH', 'tAn', 'abravIt', 'aSva', 'meDam', 'yajYam', 'vEzRavam', 'SakraH', 'aBi', 'yajatu']"
adj ctp6,mbh12_26015.xml,mAtaram,"['aTa', 'hiraRyakaSipum', 'puraH', 'kftya', 'viSvarUpa', 'mAtaram', 'svasAram', 'asurAH', 'varam', 'ayAcanta']"
pap_caus,pt1264.xml,kopitaH,"['tEH', 'ca', 'sva', 'vizayam', 'yam', 'anu', 'pra', 'AptEH', 'Sata', 'sahasra', 'guRam', 'tat', 'kaTayitvA', 'kopitaH', 'sva', 'svAmI']"
pap_caus,pt1050.xml,jYApitaH,"['sa', 'ca', 'sarvEH', 'mfga', 'gaREH', 'A', 'jYApitaH', 'iti', 'cintayAm', 'Asa']"
vi5a,pt905.xml,SaknumaH,"['tat', 'na', 'SaknumaH', 'pari', 'tyaktum']"
abb,mbh12_25988.xml,prARAn,"['agniH', 'vizRuH', 'sarva', 'BUtAni', 'anu', 'pra', 'viSya', 'prARAn', 'DArayati']"
adj_ctp5,pt1217.xml,BrazwA,"['SApa', 'BrazwA', 'tvam', 'mama', 'eva', 'pUrva', 'patnI']"
adj_ctp5,pt948.xml,BItEH,"['tat', 'ca', 'duzwa', 'BAzitam', 'SrutvA', 'sarvEH', 'tEH', 'jala', 'carEH', 'prARa', 'BItEH', 'vi', 'jYaptaH', 'bakaH', 'yaTA']"
gerundive,pt1643.xml,daMzwavyaH,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
gerundive,pt1889.xml,rakzaRIyaH,"['yasmin', 'kule', 'yaH', 'puruzaH', 'praDAnaH', 'sadA', 'eva', 'yatnena', 'sa', 'rakzaRIyaH', 'tasmin', 'vinazwe', 'hi', 'kulam', 'vinazwam', 'na', 'nABi', 'BaNge', 'hi', 'arakAH', 'vahanti']"
noun,pt1140.xml,viniScaye,"['kfte', 'viniScaye', 'puMsAm', 'devAH', 'yAnti', 'sahAyatAm', 'vizRuH', 'cakram', 'garutmAn', 'ca', 'kOlikasya', 'yaTA', 'Ahave']"
noun,pt1973.xml,saKe,"['A', 'ihi', 'A', 'ihi', 'saKe']"
noun_ctp_prAdi,pt926.xml,atilOlyAt,"['BakzayitvA', 'bahUn', 'matsyAn', 'uttama', 'aDama', 'maDyamAn', 'atilOlyAt', 'bakaH', 'kaH', 'cit', 'mftaH', 'karkawaka', 'grahAt']"
noun_ctp_prAdi,pt1763.xml,sumitra,"['he', 'sumitra', 'yaTezwam', 'uzyatAm', 'asmin', 'mahA', 'sarasi', 'suKa', 'sevye', 'atra', 'vane', 'mayA', 'samam']"
adj ppr. ps.,mbh12_26165.xml,maDuram,"['etat', 'ca', 'te', 'toyam', 'vaqavAmuKa', 'saYjYitena', 'pIyamAnam', 'maDuram', 'Bavizyati']"
adj ppr. ps.,mbh12_26007.xml,pIqyamAnaH,"['tEH', 'asya', 'BujagEH', 'pIqyamAnaH', 'kaRWaH', 'nilatAm', 'upa', 'nItaH']"
ctp prAdi,mbh12_26120.xml,suBage,"['tataH', 'devAH', 'fzayaH', 'ca', 'indram', 'na', 'apaSyan', 'yadA', 'tadA', 'SacIm', 'UcuH', 'gacCa', 'suBage', 'indram', 'Anayasva', 'iti']"
ctp prAdi,mbh12_13929.xml,taptasya,"['tapasaH', 'ca', 'su', 'taptasya', 'sva', 'aDyAyasya', 'hutasya', 'ca']"
adj ctp upapada,mbh03_14478.xml,vAdinam,"['tam', 'evam', 'vAdinam', 'izwa', 'jana', 'Soka', 'pari', 'ita', 'AtmA', 'rAjA', 'pra', 'uvAca']"
adj ctp upapada,mbh03_14468.xml,DArI,"['tataH', 'maRqUka', 'rAw', 'tApasa', 'veza', 'DArI', 'rAjAnam', 'aBi', 'agacCat']"
ppr. [10] ac.,mbh03_14599.xml,mfgayantI,"['brAhmaReByaH', 'mfgayantI', 'sUnftAni', 'taTA', 'brahman', 'puRya', 'lokam', 'laBeyam']"
adj cds,mbh03_14418.xml,tfzRA,"['aTa', 'aDvani', 'jAta', 'SramaH', 'kzut', 'tfzRA', 'aBi', 'BUtaH', 'ca', 'kasmin', 'cit', 'uddeSe', 'nIlam', 'vana', 'zaRqam', 'apaSyat']"
noun_action_ppf_caus,pt1267.xml,DvaMsayAm,"['tataH', 'anavarata', 'prayARakEH', 'vikrama', 'senaH', 'tat', 'deSam', 'anu', 'pra', 'Apya', 'vi', 'DvaMsayAm', 'Asa']"
ppp_desid,pt374.xml,cikIrzitam,"['tat', 'yAvat', 'asya', 'cikIrzitam', 'vettum', 'sTAna', 'antaram', 'gatvA', 'prati', 'pAlayAmi']"
ppp_desid,pt96.xml,Ipsita,"['sadA', 'manda', 'mada', 'syandi', 'mAtaNga', 'piSita', 'aSanaH', 'a', 'sam', 'panna', 'Ipsita', 'AhAraH', 'tfRAni', 'atti', 'na', 'kesarI']"
noun ctp prAdi,pt658.xml,mantrAt,"['dur', 'mantrAt', 'nf', 'patiH', 'vi', 'naSyati', 'yatiH', 'saNgAt', 'sutaH', 'lAlanAt', 'vipraH', 'an', 'aDyayanAt', 'kulam', 'ku', 'tanayAt', 'SIlam', 'Kala', 'upAsanAt', 'mEtrI', 'ca', 'a', 'praRayAt', 'samfdDiH', 'a', 'nayAt', 'snehaH', 'pravAsa', 'ASrayAt', 'strI', 'madyAt', 'an', 'ava', 'IkzaRAt', 'api', 'kfziH', 'tyAgAt', 'pramAdAt', 'Danam']"
vt1a 6am,pt893.xml,muYcanti,"['trayaH', 'sTAnam', 'na', 'muYcanti', 'kAkAH', 'kA', 'puruzAH', 'mfgAH', 'apamAne', 'trayaH', 'yAnti', 'siMhAH', 'sat', 'puruzAH', 'gajAH']"
adj ppr. [1] ac.,mbh12_26128.xml,vizRunA,"['AkASa', 'gaNgA', 'gataH', 'ca', 'purA', 'BaradvAjaH', 'mahA', 'fziH', 'upa', 'aspfSan', 'trIn', 'kramAn', 'kramatA', 'vizRunA', 'aBi', 'A', 'sAditaH']"
adj ppr. [1] ac.,mbh03_14417.xml,sarantam,"['tam', 'eka', 'aSvena', 'mfgam', 'anu', 'sarantam', 'mfgaH', 'dUram', 'apa', 'aharat']"
 cd,mbh12_13978.xml,sTAna,"['tyakta', 'grAmya', 'vastra', 'AhAra', 'upaBogAH', 'vanya', 'OzaDi', 'mUla', 'Pala', 'parRa', 'pari', 'mita', 'vicitra', 'ni', 'yata', 'AhArAH', 'sTAna', 'AsaninaH', 'BUmi', 'pAzARa', 'sikatA', 'SarkarA', 'vAlukA', 'Basma', 'SAyinaH', 'kASa', 'kuSa', 'carma', 'valkala', 'saM', 'vfta', 'aNgAH', 'keSa', 'SmaSru', 'naKa', 'roma', 'DAriRaH', 'niyata', 'kAla', 'upasparSanAH', 'askanna', 'homa', 'bali', 'kAla', 'anu', 'zWAyinaH', 'samitkuSa', 'kusuma', 'upahAra', 'homa', 'arjana', 'labDa', 'viSrAmAH', 'SItA', 'uzRa', 'pavana', 'niH', 'tapta', 'vi', 'Binna', 'sarva', 'tvacaH', 'viviDa', 'niyama', 'yoga', 'carya', 'avihita', 'Darma', 'anu', 'zWAna', 'hfta', 'mAMsa', 'SoRitAH', 'tvak', 'asTi', 'BUtAH', 'Dfti', 'parAH', 'sattva', 'yogAt', 'SarIrARi', 'ud', 'vahanti']"
gerundive_anIya_cau,pt1565.xml,vAraRIyaH,"['sva', 'janaH', 'aTa', 'suhft', 'guruH', 'nfpaH', 'vA', 'puruzeRa', 'utpaTagaH', 'ni', 'vAraRIyaH', 'vini', 'vartayitum', 'sa', 'cet', 'na', 'SakyaH', 'parataH', 'tasya', 'manas', 'anugam', 'vi', 'Deyam']"
gerundive_anIya_cau,pt208.xml,varDanIyaH,"['kalpayati', 'yena', 'vfttim', 'sadasi', 'ca', 'sadBiH', 'pra', 'Sasyate', 'yena', 'sa', 'guRaH', 'tena', 'guRavatA', 'vi', 'varDanIyaH', 'ca', 'rakzyaH', 'ca']"
adv_other,pt584.xml,aham,"['araRya', 'DarmAt', 'vi', 'yojya', 'grAma', 'Darmezu', 'ni', 'yojitaH', 'kim', 'bahunA', 'prati', 'aham', 'saYjIvaka', 'piNgalakO', 'kevalam', 'rahasyam', 'miTaH', 'mantrayete']"
 adv cab,mbh03_14500.xml,agacCat,"['sa', 'ca', 'maRqUka', 'rAjaH', 'jAmAtaram', 'anu', 'jYApya', 'yaTA', 'A', 'gatam', 'agacCat']"
des ppr. [1] md.,mbh12_25962.xml,sisfkzamARaH,"['tasya', 'idAnIm', 'tamaH', 'samBavasya', 'puruzasya', 'padma', 'yoneH', 'brahmaRaH', 'prAduH', 'BAve', 'sa', 'puruzaH', 'prajAH', 'sisfkzamARaH', 'netrAByAm', 'agnIzomO', 'sasarja']"
prap[10],pt385.xml,cintayan,"['evam', 'cintayan', 'piNgalaka', 'aBimuKaH', 'pra', 'tasTe']"
prap[10],pt794.xml,cintayataH,"['evam', 'tasya', 'parivrAjakasya', 'cintayataH', 'niSA', 'mahatA', 'kfcCreRa', 'ati', 'cakrAma']"
agent noun,pt68.xml,voQArO,"['tasya', 'ca', 'dvO', 'maNgala', 'vfzaBO', 'DUH', 'voQArO', 'nandaka', 'saYjIvaka', 'nAmAnO', 'pARqura', 'aBra', 'sam', 'ni', 'kASO', 'suvarRa', 'kiNkiRI', 'pari', 'vfta', 'uraskO', 'tizWataH']"
abs c,mbh03_14450.xml,kArayitvA,"['aTa', 'amAtyaH', 'an', 'udakam', 'vanam', 'kArayitvA', 'udAra', 'vfkzam', 'bahu', 'mUla', 'puzpa', 'Palam', 'rahasi', 'upa', 'gamya', 'rAjAnam', 'abravIt']"
noun_ctp_gati,pt52.xml,visaNkawa,"['dAkziRAtyezu', 'jana', 'padezu', 'purandarapurasya', 'fdDi', 'sarva', 'guRa', 'sam', 'pannam', 'pfTivyAH', 'cUqA', 'maRi', 'ratna', 'BUtam', 'kElAsa', 'SiKara', 'Akfti', 'viviDa', 'yantra', 'praharaRa', 'AcaraRa', 'pari', 'pUrRa', 'go', 'pura', 'awwAlakam', 'visaNkawa', 'utkawa', 'dfQa', 'pariGa', 'kapAwa', 'toraRa', 'argala', 'upagata', 'indra', 'kIla', 'vipula', 'dvAram', 'su', 'vi', 'hita', 'SfNgAwaka', 'catuzpaTa', 'prati', 'sTita', 'an', 'eka', 'devatA', 'Ayatanam', 'pariKA', 'pari', 'karita', 'ut', 'Srita', 'hima', 'giri', 'sadfSa', 'AkAra', 'prAkAra', 'valaya', 'pari', 'vezwitam', 'mahilA', 'ropyam', 'nAma', 'nagaram']"
noun_ctp_gati,pt840.xml,yatnataH,"['vyasanam', 'hi', 'mahA', 'rAjYaH', 'mohAt', 'sam', 'prati', 'padyate', 'viDinA', 'SAstra', 'dfzwena', 'mftyuH', 'vAryaH', 'pra', 'yatnataH']"
noun_pn_ctp6,pt703.xml,patiH,"['svAgatena', 'agnayaH', 'prItAH', 'Asanena', 'Sata', 'kratuH', 'pAda', 'SOcena', 'govindaH', 'anna', 'Adyena', 'prajA', 'patiH']"
noun_pn_ctp6,pt674.xml,ISvaraH,"['AzAQaBUte', 'yAvat', 'aham', 'purIza', 'utsargam', 'kftvA', 'sam', 'A', 'gacCAmi', 'tAvat', 'ezA', 'kanTA', 'yoga', 'ISvaraH', 'ca', 'sAvaDAnena', 'rakzaRIyaH']"
vt6m 1m,pt907.xml,muYcati,"['kva', 'gataH', 'mfgaH', 'na', 'jIvati', 'pATaH', 'culukena', 'GAsa', 'muzwyA', 'vA', 'muYcati', 'cira', 'uzitatvAt', 'janma', 'vanam', 'na', 'apamAne', 'api']"
adj ctp4,mbh12_13967.xml,giraH,"['vatsalAH', 'sarva', 'BUtAnAm', 'vAcyAH', 'Srotra', 'suKAH', 'giraH']"
adj ctp4,mbh12_13982.xml,vAk,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']"
adverb,mbh12_26014.xml,pratyakzam,"['sa', 'pratyakzam', 'deveByaH', 'BAgam', 'adadat', 'parokzam', 'asureByaH']"
adverb,mbh03_14506.xml,SIGram,"['SIGram', 'mAm', 'vahasva', 'iti']"
prap[4],pt1692.xml,tat,"['adya', 'yadi', 'SfNga', 'agra', 'praharaRa', 'aBi', 'yukta', 'cittaH', 'sa', 'cakitaH', 'ca', 'upa', 'Slizyati', 'tat', 'deva', 'pAdEH', 'ava', 'gantavyam', 'duzwa', 'budDiH', 'iti']"
prap[4],pt1302.xml,paSyantaH,"['kim', 'ca', 'yudDam', 'aNgI', 'kftavantam', 'kadA', 'cit', 'dA', 'cit', 'garuqa', 'A', 'rUQam', 'mAm', 'paSyantaH', 'vAsudevam', 'matvA', 'SatravaH', 'pra', 'parA', 'ayate', 'uktam', 'ca']"
ppf. md.,mbh03_14441.xml,AsIne,"['tatra', 'eva', 'AsIne', 'rAjani', 'senA', 'anu', 'agacCat']"
root,pt11.xml,ucyate,"['aTa', 'vA', 'sADU', 'idam', 'ucyate']"
root,pt220.xml,nayet,"['yasya', 'yasya', 'hi', 'yaH', 'BAvaH', 'tasya', 'tasya', 'hi', 'tam', 'naraH', 'anupra', 'viSya', 'meDAvI', 'kzipram', 'Atma', 'vaSam', 'nayet']"
adv_pron,pt608.xml,yaTA,"['a', 'SfRvan', 'api', 'bodDavyaH', 'mantriBiH', 'pfTivI', 'patiH', 'yaTA', 'sva', 'doza', 'nASAya', 'vidureRa', 'ambikA', 'sutaH']"
adv_pron,pt1765.xml,anyadA,"['aTa', 'anyadA', 'ulUkaH', 'Aha']"
ctp3,mbh12_26165.xml,pIyamAnam,"['etat', 'ca', 'te', 'toyam', 'vaqavAmuKa', 'saYjYitena', 'pIyamAnam', 'maDuram', 'Bavizyati']"
ctp3,mbh12_26166.xml,anu,"['tat', 'etat', 'adya', 'api', 'vaqavAmuKa', 'saYjYitena', 'anu', 'vartinA', 'toyam', 'sAmudram', 'pIyate']"
ppr. [6] ac.,mbh12_26009.xml,na,"['a', 'mfta', 'utpAdane', 'puraScaraRatAm', 'upa', 'gatasya', 'aNgirasaH', 'bfhaspateH', 'upa', 'spfSataH', 'na', 'prasAdam', 'gatavatyaH', 'kila', 'apaH']"
ppr. [6] ac.,mbh03_14572.xml,bruvan,"['evam', 'bruvan', 'eva', 'sa', 'yAtu', 'DAnEH', 'hataH', 'jagAma', 'ASu', 'mahIm', 'kziti', 'ISaH']"
pp. ctp prAdi,mbh12_13914.xml,SIta,"['caRqa', 'vAta', 'ati', 'uzRa', 'ati', 'SIta', 'kftEH', 'ca', 'prati', 'BayEH', 'SArIrEH', 'duHKEH', 'upa', 'tapyante']"
ppf_actn,pt530.xml,cintayAm,"['tat', 'SrutvA', 'dantilakaH', 'cintayAm', 'Asa']"
ppf_actn,pt666.xml,cintayAm,"['aTa', 'evam', 'gacCati', 'kAle', 'AzAQaBUtiH', 'cintayAm', 'Asa']"
adj_ctp7,pt1663.xml,kowiBiH,"['tataH', 'nagara', 'AvAsiBiH', 'sArameyEH', 'tIkzRa', 'daSana', 'kowiBiH', 'vi', 'lupyamAna', 'avayavaH', 'BayaNkara', 'a', 'rava', 'trasta', 'hfdayaH', 'itaH', 'tataH', 'pra', 'sKalan', 'palAyamAnaH', 'kim', 'api', 'Silpi', 'gfham', 'anu', 'pra', 'vizwaH']"
adj_ctp7,pt1208.xml,sTitA,"['evam', 'aBi', 'DAya', 'gate', 'raTa', 'kAre', 'manaH', 'raTa', 'SatEH', 'divasa', 'Sezam', 'ati', 'vAhya', 'pra', 'sannAyAm', 'rajanyAm', 'snAna', 'DUpa', 'cUrRa', 'vilepana', 'tAmbUla', 'muKa', 'vAsa', 'vAsa', 'vAsa', 'kusuma', 'AdiBiH', 'ati', 'suraBi', 'vicitra', 'mAlya', 'ambaraH', 'mukuwa', 'Adi', 'ABaraRa', 'alaNkftaH', 'kOlikaH', 'taTEva', 'anu', 'sTitavAn', 'yAvat', 'asO', 'rAja', 'kanyA', 'suDA', 'aMSu', 'kara', 'adAte', 'harmya', 'tale', 'Sayana', 'tala', 'ava', 'sTitA', 'ekAkinI', 'candramasam', 'ava', 'lokayantI', 'manAg', 'madanena', 'spfSyamAna', 'sahasA', 'eva', 'tam', 'vEnateya', 'aDi', 'rUQam', 'nArAyaRa', 'AkAram', 'kOlikam', 'ava', 'lokitavatI']"
vt4am,pt1592.xml,pAdayizyati,"['taTApi', 'asO', 'yadi', 'svayam', 'an', 'arTam', 'na', 'karizyati', 'tataH', 'anyasmAt', 'ut', 'pAdayizyati']"
prap[8],pt551.xml,kurvataH,"['deva', 'dyUta', 'AsaktatayA', 'rAtri', 'jAgaraRena', 'mama', 'sam', 'mArjanam', 'kurvataH', 'api', 'balAt', 'nidrA', 'sam', 'upa', 'A', 'gatA']"
prap[8],pt555.xml,kurvatA,"['mayA', 'tAvat', 'A', 'janmataH', 'api', 'evaM', 'viDam', 'karma', 'kurvatA', 'cirBiwikA', 'na', 'BakzitA']"
pcl_disj,pt1396.xml,vA,"['pUjyaH', 'banDuH', 'api', 'priyaH', 'api', 'tanayaH', 'BrAtA', 'vayasyaH', 'api', 'vA', 'yaH', 'mohAt', 'an', 'avadya', 'kArya', 'vimuKaH', 'heyaH', 'sa', 'kArya', 'arTinA', 'loke', 'hi', 'praTitAH', 'nanu', 'SrutiH', 'iyam', 'na', 'arTaH', 'api', 'gAyanti', 'yAm', 'kim', 'kAryam', 'kanakena', 'tena', 'Bavati', 'CedAya', 'karRasya', 'yat']"
pcl_disj,pt1565.xml,vA,"['sva', 'janaH', 'aTa', 'suhft', 'guruH', 'nfpaH', 'vA', 'puruzeRa', 'utpaTagaH', 'ni', 'vAraRIyaH', 'vini', 'vartayitum', 'sa', 'cet', 'na', 'SakyaH', 'parataH', 'tasya', 'manas', 'anugam', 'vi', 'Deyam']"
ctp_prAdi,pt893.xml,puruzAH,"['trayaH', 'sTAnam', 'na', 'muYcanti', 'kAkAH', 'kA', 'puruzAH', 'mfgAH', 'apamAne', 'trayaH', 'yAnti', 'siMhAH', 'sat', 'puruzAH', 'gajAH']"
ctp_prAdi,pt1293.xml,pakzam,"['avaSyam', 'prAtaH', 'vi', 'A', 'pAdayizyati', 'prati', 'pakzam']"
1st pron,pt656.xml,mama,"['yat', 'kAraRam', 'niHsaNgatA', 'yatInAm', 'pra', 'Sasyate', 'tava', 'mama', 'api', 'ca']"
1st pron,pt1867.xml,aham,"['tat', 'tizWantu', 'BavantaH', 'atra', 'eva', 'yAvat', 'aham', 'gfham', 'gatvA', 'svAmi', 'vacanam', 'A', 'nayAmi']"
adj_dem,pt1643.xml,etO,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
adj_dem,pt1004.xml,sA,"['aTa', 'sA', 'vAyasI', 'kanaka', 'sUtram', 'ekam', 'A', 'dAya', 'sva', 'vfzA', 'aBimuKI', 'pra', 'tasTe']"
num,pt1095.xml,Satam,"['Satam', 'ekaH', 'api', 'sam', 'Datte', 'prAkAra', 'sTaH', 'DanuH', 'DaraH', 'tasmAt', 'durgam', 'pra', 'SaMsanti', 'nIti', 'SAstra', 'vicakzaRAH']"
pn,mbh12_26165.xml,vaqavAmuKa,"['etat', 'ca', 'te', 'toyam', 'vaqavAmuKa', 'saYjYitena', 'pIyamAnam', 'maDuram', 'Bavizyati']"
pn,mbh12_26044.xml,brahma,"['tAn', 'brahma', 'uvAca', 'fziH', 'BArgavaH', 'tapaH', 'tapyate', 'daDIcaH']"
vt5am,pt1656.xml,mUrKaH,"['tyaktAH', 'ca', 'aByantarAH', 'yena', 'bAhyAH', 'ca', 'aByantarI', 'kftAH', 'saH', 'eva', 'mftyum', 'Apnoti', 'mUrKaH', 'caRqa', 'ravaH', 'yaTA']"
pron_p2,pt656.xml,tava,"['yat', 'kAraRam', 'niHsaNgatA', 'yatInAm', 'pra', 'Sasyate', 'tava', 'mama', 'api', 'ca']"
pron_p2,pt1643.xml,tvayA,"['mada', 'Srama', 'nidrA', 'parIta', 'kAyaH', 'yadA', 'nf', 'patiH', 'Bavati', 'tadA', 'niBftam', 'pAdayoH', 'tvayA', 'daMzwavyaH', 'etO', 'deSa', 'kAlO']"
ctp na,mbh12_13910.xml,anu,"['an', 'ftAt', 'Kalu', 'tamaH', 'prAduH', 'BUtam', 'tamaH', 'grastAH', 'a', 'Darmam', 'eva', 'anu', 'vartante', 'na', 'Darmam']"
ctp na,mbh03_14601.xml,apratimam,"['tvayA', 'trAtam', 'rAja', 'kulam', 'SuBa', 'IkzaRe', 'varam', 'vfRIzva', 'apratimam', 'dadAni', 'te']"
adv cab,mbh12_26029.xml,yaTAgatam,"['saktam', 'ca', 'enam', 'jYAtvA', 'apsarasaH', 'UcuH', 'gacCAmahe', 'vayam', 'yaTAgatam', 'iti']"
adv cab,mbh03_14659.xml,yaTAucitam,"['yaTAucitam', 'sTAnam', 'aBi', 'padyasva']"
adj cpt na,mbh03_14451.xml,udakam,"['vanam', 'idam', 'udAram', 'an', 'udakam']"
adj cd,mbh03_14450.xml,Palam,"['aTa', 'amAtyaH', 'an', 'udakam', 'vanam', 'kArayitvA', 'udAra', 'vfkzam', 'bahu', 'mUla', 'puzpa', 'Palam', 'rahasi', 'upa', 'gamya', 'rAjAnam', 'abravIt']"
pp. ctp na,mbh12_13982.xml,budDayaH,"['vi', 'mucya', 'agni', 'Dana', 'kalatra', 'paribarha', 'saNgAn', 'AtmanaH', 'sneha', 'pASAn', 'ava', 'DUya', 'pari', 'vrajanti', 'sama', 'lozwa', 'aSma', 'kAYcanAH', 'tri', 'varga', 'pra', 'vfttezu', 'AramBezu', 'a', 'sakta', 'budDayaH', 'ari', 'mitra', 'ud', 'AsInezu', 'tulya', 'vfttayaH', 'sTAvara', 'jara', 'Ayuja', 'aRqaja', 'svedaja', 'ud', 'BijjAnAm', 'BUtAnAm', 'vAk', 'manaH', 'karmaBiH', 'an', 'aBi', 'drohiRaH', 'a', 'niketAH', 'parvata', 'pulina', 'vfkza', 'mUla', 'devata', 'yatanAni', 'anu', 'carantaH', 'vAsa', 'ArTam', 'upa', 'IyuH', 'nagaram', 'grAmam', 'vA', 'nagare', 'paYca', 'rAtrikAH', 'grAma', 'eka', 'rAtrikAH']"
vt4a,pt762.xml,tozayizyAmi,"['na', 'tvAm', 'BUyaH', 'tozayizyAmi']"
vt4a,pt1251.xml,cakrAma,"['iti', 'SrutvA', 'rAjA', 'pra', 'hfzwa', 'hfdayaH', 'tat', 'dinam', 'varza', 'Satam', 'iva', 'kaTam', 'cit', 'ati', 'cakrAma']"
adj_ctp3,pt1000.xml,sTitam,"['gacCatu', 'BavAn', 'kim', 'cit', 'sTAnam', 'mahA', 'ISvara', 'aDi', 'sTitam']"
adj_ctp3,pt1208.xml,alaNkftaH,"['evam', 'aBi', 'DAya', 'gate', 'raTa', 'kAre', 'manaH', 'raTa', 'SatEH', 'divasa', 'Sezam', 'ati', 'vAhya', 'pra', 'sannAyAm', 'rajanyAm', 'snAna', 'DUpa', 'cUrRa', 'vilepana', 'tAmbUla', 'muKa', 'vAsa', 'vAsa', 'vAsa', 'kusuma', 'AdiBiH', 'ati', 'suraBi', 'vicitra', 'mAlya', 'ambaraH', 'mukuwa', 'Adi', 'ABaraRa', 'alaNkftaH', 'kOlikaH', 'taTEva', 'anu', 'sTitavAn', 'yAvat', 'asO', 'rAja', 'kanyA', 'suDA', 'aMSu', 'kara', 'adAte', 'harmya', 'tale', 'Sayana', 'tala', 'ava', 'sTitA', 'ekAkinI', 'candramasam', 'ava', 'lokayantI', 'manAg', 'madanena', 'spfSyamAna', 'sahasA', 'eva', 'tam', 'vEnateya', 'aDi', 'rUQam', 'nArAyaRa', 'AkAram', 'kOlikam', 'ava', 'lokitavatI']"
v1a,pt1771.xml,gacCAmi,"['tat', 'aDunA', 'gacCAmi', 'tasya', 'priya', 'suhfdaH', 'ulUkasya', 'sakASam']"
v1a,pt687.xml,gacCati,"['SanEH', 'SanEH', 'yAvat', 'A', 'gacCati', 'tAvat', 'AzAQaBUti', 'na', 'paSyati']"
