,sentID,sent,words,countWords,countVerbs,repatingSeq,repatingNouns
1580,pt1156.xml,"m2p,m2p,i,m2p,m1s,iic,iic,f7s,i,f7s,iic,i,m1s","dIrGAn,uzRAn,ca,niHSvAsAn,muYcamAnaH,an,A,stIrRAyAm,eva,KawvAyAm,ni,patya,sTitaH",13,0,"{'i': [2, 8, 11], 'm1s': [4, 12], 'm2p': [0, 1, 3], 'iic': [5, 6, 10], 'f7s': [7, 9]}","{'accusative': [0, 1, 2], 'nominative': [3, 6], 'locative': [4, 5]}"
1581,pt544.xml,"i,i,iic,m1s,m1s,m1s,iic,n7s,i,iic,f2s,m6s,iic,m6s,iic,iic,f2s,m1s,n1s,prf a3s","tataH,ca,anye,dyuH,sa,goraBaH,rAja,kule,gatvA,yoga,nidrAm,gatasya,BU,pateH,sam,mArjana,kriyAm,kurvan,idam,Aha",20,1,"{'i': [0, 1, 8], 'f2s': [10, 16], 'm1s': [3, 4, 5, 17], 'm6s': [11, 13], 'iic': [2, 6, 9, 12, 14, 15]}","{'accusative': [4, 7], 'genitive': [5, 6], 'nominative': [0, 1, 2, 8, 9]}"
1582,pt1769.xml,"i,m3s,m3s,m1s,m1s","aTa,kAlena,gacCatA,haMsaH,cintitavAn",5,0,"{'m1s': [3, 4], 'm3s': [1, 2]}","{'instrumental': [0, 1], 'nominative': [2, 3]}"
1583,pt1300.xml,"n1s,n3s,i,i,m1s,i,i","kim,bahunA,uBayaTA,api,mftyuH,eva,iti",7,0,"{'i': [2, 3, 5, 6]}","{'nominative': [0, 2]}"
1584,pt85.xml,"m1s,iic,iic,m1s,iic,m1s,iic,m1s,i,i,n1p","siMhaH,siMha,anu,yAyI,kAkara,vargaH,kim,vfttaH,ca,iti,maRqalAni",11,0,"{'i': [8, 9], 'm1s': [0, 3, 5, 7], 'iic': [1, 2, 4, 6]}","{'nominative': [0, 1, 2, 3, 4]}"
1585,pt705.xml,"fvs,ipv[1] a2s,x1s,m2s,m2s,iic,i,n2s,i","priye,gacCa,tvam,enam,atiTim,A,dAya,gfham,prati",9,1,"{'i': [6, 8], 'm2s': [3, 4]}","{'accusative': [1, 2, 3]}"
1586,pt933.xml,"i,i,m6p,n7s,m1s,m1s,i,pre[1] a3s","tatra,ca,matsyAnAm,maDye,ekaH,kulIrakaH,prati,vasati",8,1,"{'i': [0, 1, 6], 'm1s': [4, 5]}","{'nominative': [2, 3]}"
1587,pt578.xml,"n1s,n1s,iic,n2s,n1s,n1s,iic,iic,iic,iic,n5s,i","yat,kAraRam,bahu,apAyam,idam,vanam,an,eka,rOdra,sattva,saNkulatvAt,iti",12,0,"{'n1s': [0, 1, 4, 5], 'iic': [2, 6, 7, 8, 9]}","{'nominative': [0, 1, 3, 4]}"
1588,pt501.xml,"mvs,iic,n3s,iic,f3s,iic,iic,m6s,i,x6s,n5s,f1s,iic,iic,f1s","deva,rAtri,jAgaraRena,dyUta,AsaktatayA,mArjana,karma,ratasya,api,me,balAt,nidrA,sam,A,yAtA",15,0,"{'f1s': [11, 14], 'iic': [1, 3, 5, 6, 12, 13]}","{'instrumental': [1, 2], 'nominative': [5, 6]}"
1589,pt1399.xml,"n1s,m3s,iic,m3s,iic,n2p,iic,m3s,m1s,i,i,i,iic,m1s,m1s,iic,m1s,m1s","kim,gajena,pra,Binnena,rAja,karmARi,a,kurvatA,sTUlaH,vA,yadi,vA,a,sTUlaH,SreyAn,kftya,karaH,pumAn",18,0,"{'i': [9, 10, 11], 'm1s': [8, 13, 14, 16, 17], 'm3s': [1, 3, 7], 'iic': [2, 4, 6, 12, 15]}","{'instrumental': [1, 2, 4], 'nominative': [0, 5, 6, 7, 8, 9]}"
1590,pt310.xml,"i,iic,m7s,i,m7s,i,m7s,m6s,i,pre p3s,n1s,iic,m7s,iic,m6s,i,m1s,pre[2] a3s,iic,m2s","api,ut,kawe,ca,rOdre,ca,SatrO,yasya,na,hIyate,DEryam,pra,Apte,mahI,pasya,na,sa,yAti,parA,Bavam",20,2,"{'m7s': [2, 4, 6, 12], 'i': [0, 3, 5, 8, 15], 'm6s': [7, 14], 'iic': [1, 11, 13, 18]}","{'genitive': [3, 6], 'nominative': [4, 7], 'locative': [0, 1, 2, 5]}"
1591,pt722.xml,"x1s,iic,m5s,iic,f1s,i,i,i,i,iic,f1s","aham,tvad,sakASAt,A,gatA,na,kutra,cit,api,nir,gatA",11,0,"{'i': [5, 6, 7, 8], 'f1s': [4, 10], 'iic': [1, 3, 9]}","{'nominative': [1, 2]}"
1592,pt566.xml,"i,iic,n7s,m1s,m2s,iic,iic,iic,m2s,i,ipf[1] a3s,prf a3s,i","evam,aBi,hite,damanakaH,tam,sam,A,dAya,piNgalaka,sakASam,A,agacCat,Aha,ca",13,2,"{'i': [0, 9, 12], 'iic': [1, 5, 6, 7], 'm2s': [4, 8]}","{'accusative': [2, 3]}"
1593,pt1727.xml,"iic,iic,m1s,iic,m1s,n5s,i,pre p3s,n1s,n1s,i,n1s,m1s,i,iic,m1s,iic,m1s,m1s,m1s,f2s,i,pre[2] a3s","A,rADya,mAnaH,nf,patiH,prayatnAt,A,rADyate,nAma,kim,atra,citram,ayam,tu,a,pUrvaH,pratimA,viSezaH,yaH,sevyamAnaH,riputAm,upa,eti",23,2,"{'i': [6, 10, 13, 21], 'n1s': [8, 9, 11], 'm1s': [2, 4, 12, 15, 17, 18, 19], 'iic': [0, 1, 3, 14, 16]}","{'nominative': [0, 1, 3, 4, 5, 6, 7, 8, 9, 10]}"
1594,pt192.xml,"ipv[1] a2s,i,iic,m1s,iic,m1s,iic,iic,iic,m1s,pre[8] a3s,iic,m2s,m1s,m1s,pop[1] a3s,iic,m1s","jIva,iti,pra,bruvan,prA,uktaH,kfti,a,kftya,vicakzaRaH,karoti,nir,vikalpam,yaH,sa,Bavet,rAja,vallaBaH",18,3,"{'m1s': [3, 5, 9, 13, 14, 17], 'iic': [2, 4, 6, 7, 8, 11, 16]}","{'nominative': [0, 1, 2, 4, 5, 6]}"
1595,pt1870.xml,"mvs,m2s,i,m1p,n2s,n2s,f1s,iic,m1p,n2s,n2s,i,i,i,m1s","svAmin,samastam,api,BrAntAH,vanam,sAmpratam,buBukzA,A,krAntAH,padam,ekam,api,calitum,na,SaktaH",15,0,"{'i': [2, 11, 12, 13], 'm1p': [3, 8], 'n2s': [4, 5, 9, 10]}","{'accusative': [1, 3, 4, 7, 8], 'nominative': [2, 5, 6, 9]}"
1596,pt1049.xml,"i,i,i,iic,m5s,m6s,m1s,iic,m1s","aTa,kadA,cit,jAti,kramAt,SaSakasya,avasaraH,sam,jAtaH",9,0,"{'i': [0, 1, 2], 'm1s': [6, 8], 'iic': [3, 7]}","{'nominative': [2, 3]}"
1597,pt681.xml,"i,iic,f1s,m1s,m1s","aho,manda,matiH,ayam,jambukaH",5,0,"{'m1s': [3, 4]}","{'nominative': [0, 1, 2]}"
1598,pt890.xml,"iic,n2p,i,n2p,iic,iic,iic,m1s,iic,m1s,iic,iic,iic,n2p,i,pre[10] a3s","tat,apatyAni,ca,jAtAni,tat,vfkza,vivara,anusArI,kfzRa,sarpaH,a,sam,jAta,kriyARi,eva,Bakzayati",16,1,"{'i': [2, 14], 'm1s': [7, 9], 'n2p': [1, 3, 13], 'iic': [0, 4, 5, 6, 8, 10, 11, 12]}","{'accusative': [0, 1, 4], 'nominative': [2, 3]}"
1600,pt703.xml,"n3s,m1p,m1p,n3s,iic,m1s,iic,n3s,m1s,iic,n3s, m3s,iic,m1s","svAgatena,agnayaH,prItAH,Asanena,Sata,kratuH,pAda,SOcena,govindaH,anna,Adyena,prajA,patiH",14,0,"{'m1p': [1, 2], 'm1s': [5, 8, 13], 'n3s': [0, 3, 7, 10], 'iic': [4, 6, 9, 12]}","{'instrumental': [0, 3, 5, 7], 'nominative': [1, 2, 4, 6, 8]}"
1601,pt1001.xml,"n5s,m6s,i,m6s,iic,n2s,m2s,i,iic,m6s,i,i,i,ipv[6] a3s,i,m1s,iic,n3s,pre p3s","tasmAt,kasya,api,DaninaH,kanaka,sUtram,hAram,vA,pra,mAdinaH,gfhItvA,tatra,pra,kzipatu,yaTA,sarpaH,tat,grahaRena,baDyate",19,2,"{'i': [2, 7, 10, 11, 12, 14], 'm6s': [1, 3, 9], 'iic': [4, 8, 16]}","{'accusative': [3, 4], 'genitive': [1, 2, 5]}"
1602,pt1841.xml,"i,m2p,m2p,iic,i,m1s,iic,m1s","aTa,tAn,sIdataH,ava,lokya,siMhaH,aBi,hitavAn",8,0,"{'i': [0, 4], 'm1s': [5, 7], 'm2p': [1, 2], 'iic': [3, 6]}","{'accusative': [0, 1], 'nominative': [2, 3]}"
1603,pt1309.xml,"n1s,iic,n1s,n1s","tat,vi,jYApyam,idam",4,0,"{'n1s': [0, 2, 3]}","{'nominative': [0, 1, 2]}"
1604,pt1844.xml,"i,m1p,i,prf a3p","tataH,te,pra,UcuH",4,1,"{'i': [0, 2]}",{}
1605,pt1754.xml,"i,x1s,n7s,n7s,n7s","kutaH,tvam,asmin,vijane,vane",5,0,"{'n7s': [2, 3, 4]}","{'locative': [0, 1, 2]}"
1606,pt205.xml,"n5s,n1s,iic,n5s,i,pre[4] m3s,f7p,iic,n5s,n5s,n1s,i,n1s","uttarAt,uttaram,vAk,yam,uttarAt,eva,jAyate,suvfzwizu,upa,saMpannAt,bIjAt,bIjam,iva,aparam",13,1,"{'i': [4, 11], 'n1s': [1, 10, 12], 'n5s': [0, 3, 8, 9], 'iic': [2, 7]}","{'ablative': [0, 2, 4, 5], 'nominative': [1, 6, 7]}"
1607,pt1892.xml,"i,i,n2s,i,m2p,prf a3s","iti,SrutvA,satvaram,gatvA,tAn,uvAca",6,1,"{'i': [0, 1, 3]}","{'accusative': [0, 1]}"
1608,pt1260.xml,"i,mvs,iic,n1p,iic,n1p","BoH,rAjan,dAtavya,dinAni,ati,krAntAni",6,0,"{'n1p': [3, 5], 'iic': [2, 4]}","{'nominative': [1, 2]}"
1609,pt1686.xml,"i,x1s,pre[2] a1s","ataH,aham,bravImi",3,1,{},{}
1610,pt276.xml,"iic,m4s,iic,m6s,m6s,i,i,iic,iic,n1s","udaka,grahaRAya,pra,vfttasya,svAminaH,sim,iha,ni,vftty,avasTAnam",10,0,"{'i': [5, 6], 'm6s': [3, 4], 'iic': [0, 2, 7, 8]}","{'genitive': [1, 2]}"
1611,pt1789.xml,"iic,iic,f3s,f1s,i,f1s,i,i","a,kAla,caryA,vizamA,ca,gozWI,iti,Adi",8,0,"{'i': [4, 6, 7], 'f1s': [3, 5], 'iic': [0, 1]}","{'nominative': [1, 2]}"
1612,pt1016.xml,"m6s,f1s,n1s,m6s,m6d,i,i,n1s,n7s,m1s,iic,iic,m1s,m3s,iic,m1s","yasya,budDiH,balam,tasya,nirbudDeH,tu,kutaH,balam,vane,siMhaH,mada,ut,mattaH,SaSakena,ni,pAtitaH",16,0,"{'i': [5, 6], 'n1s': [2, 7], 'm1s': [9, 12, 15], 'm6s': [0, 3], 'iic': [10, 11, 14]}","{'genitive': [0, 3, 4], 'nominative': [1, 2, 5, 7, 8, 10]}"
1615,pt1415.xml,"m1s,pre[1] a3s,m1s,n2s,m1s,i,f7s,i,m6s,n1s,n1s,iic,iic,m3s","uktaH,Bavati,yaH,pUrvam,guRavAn,iti,saMsadi,na,tasya,vAcyam,nErguRyam,pratijYA,BaNga,BIruRA",14,1,"{'i': [5, 7], 'n1s': [9, 10], 'm1s': [0, 2, 4], 'iic': [11, 12]}","{'nominative': [0, 1, 3, 6, 7]}"
1616,pt905.xml,"n1s,i,pre[5] a1p,iic,i","tat,na,SaknumaH,pari,tyaktum",5,1,"{'i': [1, 4]}",{}
1617,pt1341.xml,"i,i,cau pre a3s,m1s,i,i,i,m1p,m1p,n2s,f2s,iic,prf a3p","tataH,yaTA,jYApayati,svAmI,iti,evam,uktvA,sarve,rAjAnaH,tat,AjYAm,aNgI,cakruH",13,2,"{'i': [0, 1, 4, 5, 6], 'm1p': [7, 8]}","{'accusative': [3, 4], 'nominative': [0, 1, 2]}"
1618,pt318.xml,"i,iic,n5s,n1s","na,Sabda,mAtrAt,Betavyam",4,0,{},{}
1619,pt975.xml,"iic,n1p,n1p,iic,m1p,i,m1p,pre[4] m3p,iic,iic,m2s,m1p,i,m7s,m1p","Satru,rUpARi,mitrARi,mitra,rUpAH,ca,SatravaH,jAyante,kArya,sidDi,arTam,ke,cit,loke,vicakzaRAH",15,1,"{'i': [5, 12], 'm1p': [4, 6, 11, 14], 'n1p': [1, 2], 'iic': [0, 3, 8, 9]}","{'nominative': [0, 1, 2, 3, 5, 7]}"
1620,pt1649.xml,"i,iic,n2s,i,m1s,n5s,iic,i,iic,m2s,m2s,iic,m1s","iti,rAja,vacanam,SrutvA,quRqukaH,BayAt,pra,naSya,KawvA,vivaram,ekam,A,SritaH",13,0,"{'i': [0, 3, 7], 'm1s': [4, 12], 'iic': [1, 6, 8, 11], 'm2s': [9, 10]}","{'accusative': [0, 3, 4], 'nominative': [1, 5]}"
1621,pt645.xml,"n7s,n7s,m1s,m1s,m1s,m1s,i,x6s,f1s,m7p,m7p,m1s,m6s,i,pre[4] m3s","praTame,vayasi,yaH,SAntaH,sa,SAntaH,iti,me,matiH,DAtuzu,kzIyamARezu,SamaH,kasya,na,jAyate",15,1,"{'i': [6, 13], 'm1s': [2, 3, 4, 5, 11], 'm7p': [9, 10], 'n7s': [0, 1]}","{'nominative': [2, 3, 4, 5, 6, 9], 'locative': [0, 1, 7, 8]}"
1622,pt42.xml,"f2s,m6s,iic,iic,f2s,f2s,i,iic,m1s,m1s,iic,iic,m1s,m4s,m2p,iic,i,f2s,f2s,prf a3s","etAm,brAhmaRasya,a,sam,BAvyAm,pratijYAm,SrutvA,sa,sacivaH,rAjA,vismaya,anu,itaH,tasmE,kumArAn,sam,arpay,parAm,nirvftim,jagAma",20,1,"{'i': [6, 16], 'f2s': [0, 4, 5, 17, 18], 'm1s': [8, 9, 12], 'iic': [2, 3, 7, 10, 11, 15]}","{'accusative': [0, 2, 3, 8, 9, 10], 'nominative': [4, 5, 6]}"
1623,pt1212.xml,"i,f7s,iic,f7s,m1s,iic,f3s,f3s,i,n2s,prf a3s","evam,vAdinyAm,rAja,duhitari,kOlikaH,gamBIra,SlakzRayA,girA,SanEH,idam,uvAca",11,1,"{'i': [0, 8], 'f3s': [6, 7], 'iic': [2, 5], 'f7s': [1, 3]}","{'instrumental': [3, 4], 'locative': [0, 1]}"
1624,pt1951.xml,"i,iic,n7s,iic,iic,iic,iic,m3d,iic,iic,m1s,m3s,i,iic,iic,m1s,m1s,m2p,prf a3s","evam,aBi,hite,siMha,anu,jYAta,citraka,SfgAlAByAm,vi,dArita,kukziH,kAkena,ca,ut,pAwita,nayanaH,vikawakaH,prARAn,tatyAja",19,1,"{'i': [0, 12], 'm1s': [10, 15, 16], 'iic': [1, 3, 4, 5, 6, 8, 9, 13, 14]}","{'instrumental': [1, 3], 'nominative': [2, 4, 5]}"
1626,pt1917.xml,"mvs,i,x6s,m3s,iic,f2s,i,x6s,iic,iic,f2s,ipv[8] a2s","svAmin,adya,mama,kAyena,prARa,DAraRAm,kftvA,mama,loka,dvaya,prAptim,kuru",12,1,"{'i': [1, 6], 'f2s': [5, 10], 'x6s': [2, 7], 'iic': [4, 8, 9]}","{'accusative': [2, 3]}"
1627,pt1683.xml,"i,m1p,x1p,m3s,m3s","BoH,vAhitAH,vayam,anena,SfgAlena",5,0,"{'m3s': [3, 4]}","{'instrumental': [1, 2]}"
1628,pt1960.xml,"iic,iic,iic,m1s,i,m1s,iic,iic,m1s,pre[1] a3s","asat,vacana,pra,cAritaH,tu,rAjA,vivAra,a,kzamaH,Bavati",10,1,"{'m1s': [3, 5, 8], 'iic': [0, 1, 2, 6, 7]}","{'nominative': [0, 1, 2]}"
1631,pt863.xml,"iic,m1s,i,iic,m1s,m1s","su,boDaH,eva,kAma,jaH,vargaH",6,0,"{'m1s': [1, 4, 5], 'iic': [0, 3]}","{'nominative': [0, 1, 2]}"
1632,pt1160.xml,"n1s,f3s,iic,n1s,n1s,f3s,n1s,n2s,n1s,pre[3] m3s,n1p,n1p,x6s","ekam,utkaRWayA,vi,Aptam,anyat,dayitayA,hftam,cEtanyam,aparam,Datte,kiyanti,hfdayAni,me",13,1,"{'n1s': [0, 3, 4, 6, 8], 'n1p': [10, 11], 'f3s': [1, 5]}","{'instrumental': [1, 4], 'nominative': [0, 2, 3, 5, 7, 8, 9]}"
1633,pt659.xml,"n1s,x3s,iic,n5s,i,iic,n7s,iic,m7s,n1s,i","tat,tvayA,vrata,grahaRAt,UrDvam,maWa,dvAre,tfRa,kuwIrake,Sayitavyam,iti",11,0,"{'i': [4, 10], 'n1s': [0, 9], 'iic': [2, 5, 7]}","{'nominative': [0, 4], 'locative': [2, 3]}"
1634,pt1654.xml,"iic,m3p,n1s,iic,iic,m1p,m1p,m1p,n1s,iic,n1s","deva,pAdEH,yat,krama,A,gatAH,BftyAH,tyaktAH,tat,a,yuktam",11,0,"{'m1p': [5, 6, 7], 'iic': [0, 3, 4, 9], 'n1s': [2, 8, 10]}","{'nominative': [1, 2, 3, 4, 5, 6]}"
1635,pt367.xml,"m1s,i,m2s,iic,i,iic,iic,m1s,i,prf m3s","damanakaH,api,tam,pra,namya,saYjIvaka,Sabda,anusArI,pra,tasTe",10,1,"{'i': [1, 4, 8], 'm1s': [0, 7], 'iic': [3, 5, 6]}","{'nominative': [0, 2]}"
1636,pt1638.xml,"i,i,m7s,i,iic,m7s,x3s,m6s,n4s,iic,n1s","param,na,AdeSe,na,a,kAle,tvayA,asya,BakzaRAya,upa,sTAtavyam",11,0,"{'m7s': [2, 5], 'i': [0, 1, 3], 'iic': [4, 9]}","{'locative': [0, 1]}"
1637,pt189.xml,"m1s,m2s,pre[2] a3s,iic,m1s,i,m1s,m2s,m1s,i,n2s,pre[2] a3s,iic,iic,n2s,i,pre[2] a3s,m1s","sevakaH,svAminam,dvezwi,sevaka,aDamaH,iti,asO,AtmAnam,sa,na,kim,dvezwi,sevya,a,sevyam,na,vetti,yaH",18,1,"{'i': [5, 9, 15], 'm1s': [0, 4, 6, 8, 17], 'n2s': [10, 14], 'iic': [3, 12, 13], 'pre[2] a3s': [2, 11, 16], 'm2s': [1, 7]}","{'accusative': [1, 4, 6, 7], 'nominative': [0, 2, 3, 5, 8]}"
1638,pt529.xml,"n1s,m3s,iic,m3s,i,x1s,i,x1p,i,iic,iic,m1p,fut a2d,i","tat,anena,ni,vAritena,yaTA,aham,taTA,yUyam,api,arDa,candra,BAginaH,BavizyaTaH,iti",14,1,"{'i': [4, 6, 8, 13], 'm3s': [1, 3], 'iic': [2, 9, 10]}","{'instrumental': [1, 2], 'nominative': [0, 3]}"
1639,pt650.xml,"iic,iic,n3s,m3s,n2s,n2s,i,i,n6s,m7s,m1s,pop[3] a3s,i,m1s,i,i,pre[4] m3s","zaw,a,kzareRa,mantreRa,puzpam,ekam,api,svayam,liNgasya,mUrDni,yaH,dadyAt,na,sa,BUyaH,aBi,jAyate",17,2,"{'i': [6, 7, 12, 14, 15], 'n2s': [4, 5], 'm1s': [10, 13], 'iic': [0, 1]}","{'instrumental': [0, 1], 'accusative': [2, 3], 'nominative': [6, 7]}"
1641,pt1830.xml,"m2s,i,iic,iic,iic,iic,n2s,iic,m2s,i,m1s,m1s","tam,ca,a,vi,jYAta,pUrva,rUpam,hAsya,janakam,dfzwvA,siMhaH,pfzwavAn",12,0,"{'i': [1, 9], 'm1s': [10, 11], 'iic': [2, 3, 4, 5, 7], 'm2s': [0, 8]}","{'accusative': [0, 1, 2], 'nominative': [3, 4]}"
1642,pt1995.xml,"n2s,i,i,m1s,ipf[2] a3s","tat,ca,SrutvA,siMhaH,abravIt",5,1,"{'i': [1, 2]}",{}
1644,pt1270.xml,"i,i,iic,iic,m3p,iic,i,i,n7s,iic,n7s,m1s,m1s,iic,iic,iic,iic,m3p,iic,m1s","taTA,anyedyuH,vikrama,sena,balEH,A,gatya,upa,rudDe,puRQravarDana,pure,sa,rAjA,mantri,puras,hita,mahA,janEH,vi,jYaptaH",20,0,"{'i': [0, 1, 6, 7], 'm1s': [11, 12, 19], 'm3p': [4, 17], 'iic': [2, 3, 5, 9, 13, 14, 15, 16, 18], 'n7s': [8, 10]}","{'instrumental': [0, 5], 'nominative': [3, 4, 6], 'locative': [1, 2]}"
1645,pt1975.xml,"m3s,i,iic,n1s","tena,ca,aBi,hitam",4,0,{},{}
1646,pt1301.xml,"n1s,i,n1s,iic,n1s,i","tat,varam,sattvam,A,lambitam,iti",6,0,"{'i': [1, 5], 'n1s': [0, 2, 4]}","{'nominative': [0, 1, 2]}"
1648,pt127.xml,"m7s,pre[1] a3s,pre[1] a3p,m1p,m1s,i,pre[1] a3s,n1p,n2s,i,pre[8] a3p,f3s,iic,iic,n1s","yasmin,jIvati,jIvanti,bahavaH,sa,tu,jIvati,vayAMsi,kim,na,kurvanti,caYcvA,sva,udara,pUraRam",15,3,"{'i': [5, 9], 'pre[1] a3s': [1, 6], 'iic': [12, 13]}","{'nominative': [1, 2, 3, 6]}"
1649,pt253.xml,"n1s,i,m1s,i,pre[1] a3s,n5s,pre p2s,i,i,ipv p3s,n1s","yat,api,svAmI,evam,vadati,cirAt,dfSyase,tatra,api,SrUyatAm,kAraRam",11,3,"{'i': [1, 3, 7, 8], 'n1s': [0, 10]}","{'nominative': [0, 1, 3]}"
1651,pt19.xml,"i,iic,n1s,pre[1] a3s","tataH,budDi,praboDanam,Bavati",4,1,{},{}
1652,pt793.xml,"m1s,f1p,i,f1p,i,i,i,iic,f1p,iic,iic,iic,m1p,f1p,m3s,iic,f1p","antaH,vizamayAH,hi,etAH,bahiH,ca,eva,manaH,ramAH,guYjA,Pala,sama,AkArAH,yozitaH,kena,nir,mitAH",17,0,"{'i': [2, 4, 5, 6], 'f1p': [1, 3, 8, 13, 16], 'iic': [7, 9, 10, 11, 15]}","{'nominative': [0, 1, 2, 3, 4, 5, 7]}"
1654,pt1449.xml,"i,f6s,i,iic,m7s,n3p,m1s,m1s,m1s,m1s","tAvat,tasyAH,ca,eka,pradeSe,tfREH,AvftaH,mahAn,kUpaH,dfzwaH",10,0,"{'i': [0, 2], 'm1s': [6, 7, 8, 9]}","{'nominative': [3, 4, 5, 6]}"
1655,pt1535.xml,"m3p,i,m3s,m3s,m1s,m1s,iic,m1s,i,i,iic,n2s,iic,m1s,ipf[2] a3s,i","tEH,ca,badDena,brAhmaRena,BujagaH,smftaH,smfta,mAtraH,eva,ca,tat,antikam,A,gataH,abravIt,ca",16,1,"{'i': [1, 8, 9, 15], 'm1s': [4, 5, 7, 13], 'm3s': [2, 3], 'iic': [6, 10, 12]}","{'instrumental': [0, 1, 2], 'nominative': [3, 4, 5, 7]}"
1656,pt1413.xml,"mvs,i,i,i,aij[a] a2s","Badra,mA,mA,evam,vocaH",5,1,"{'i': [1, 2, 3]}",{}
1657,pt558.xml,"i,iic,m6p,n2s,i,pre p3s","na,tAdfk,puruzARAm,evaMviDam,sam,BAzyate",6,1,"{'i': [0, 4]}",{}
1658,pt1069.xml,"i,i,n7s,m2p,iic,m2p,iic,i,m3s,m3s,iic,m1s","tataH,ca,antarAle,ale,mahataH,kziti,vivarAn,niH,gatya,ekena,siMhena,aBi,hitaH",12,0,"{'i': [0, 1, 7], 'm3s': [8, 9], 'm2p': [3, 5], 'iic': [4, 6, 10]}","{'accusative': [1, 2], 'instrumental': [3, 4]}"
1659,pt1794.xml,"x3s,i,n1s,iic,n1s,i","mayA,ca,etat,anu,BUtam,yaTA",6,0,"{'i': [1, 5], 'n1s': [2, 4]}","{'nominative': [0, 1]}"
1660,pt245.xml,"i,x1p,iic,m6p,iic,iic,m1p,m1p,f7p,i,iic,m1p,i,x6p,f1s,f1s,pre[2] a3s","yataH,vayam,deva,pAdAnAm,anvaya,A,gatAH,BftyAH,Apatsu,api,anu,gAminaH,na,asmAkam,anyA,gatiH,asti",17,1,"{'i': [0, 9, 12], 'm1p': [6, 7, 11], 'iic': [2, 4, 5, 10], 'f1s': [14, 15]}","{'nominative': [1, 2, 4, 5, 6]}"
1662,pt1318.xml,"i,m1s,i,iic,m1s,n1s,m6s,x3s,x3s,i,n1s,n1s,n1s,x1s,m6s,n2s,i,i,pre[6] a1s,x1s,i,m2s,i,i,ipv[6] a2s,n2s,i,n7s,i,ipv[6] a3s","tataH,ayam,eva,aBi,upAyaH,yat,asya,mayA,tvayA,ca,sAhAyyam,kAryam,tat,aham,tasya,SarIram,anu,pra,viSAmi,tvam,ca,garuqam,anu,pra,viSa,cakram,ca,cakre,pra,viSatu",30,3,"{'n1s': [5, 10, 11, 12], 'm1s': [1, 4], 'm6s': [6, 14], 'n2s': [15, 25], 'x3s': [7, 8], 'i': [0, 2, 9, 16, 17, 20, 22, 23, 26, 28], 'x1s': [13, 19]}","{'accusative': [8, 9, 10], 'genitive': [3, 7], 'nominative': [0, 1, 2, 4, 5, 6]}"
1663,pt368.xml,"i,m7s,m7s,iic,iic,iic,m1s,m1s,i,prf a3s","aTa,damanake,gate,Baya,vi,Akulita,hfdayaH,piNglakaH,cintayAm,Asa",10,1,"{'i': [0, 8], 'm7s': [1, 2], 'm1s': [6, 7], 'iic': [3, 4, 5]}","{'nominative': [2, 3], 'locative': [0, 1]}"
1664,pt1129.xml,"m6s,f1s,n2s,m6s,i","yasya,budDiH,balam,tasya,iti",5,0,"{'m6s': [0, 3]}","{'genitive': [0, 3]}"
1665,pt1840.xml,"i,n7p,n7p,iic,n7p,m1p,i,m1p,iic,n5s,iic,n7s,m1p","aTa,paYcazezu,dinezu,ati,krAntezu,sarve,eva,ta,AhAra,vEkalyAt,Atyayika,Apadi,patitAH",13,0,"{'i': [0, 6], 'm1p': [5, 7, 12], 'n7p': [1, 2, 4], 'iic': [3, 8, 10]}","{'nominative': [3, 4, 7], 'locative': [0, 1, 2, 6]}"
1666,pt1489.xml,"i,m6s,n1s,pre[1] a3s,i,x1s,m1s,i","yadA,BavataH,Atyayikam,Bavati,tadA,aham,smartavyaH,iti",8,1,"{'i': [0, 4, 7]}","{'nominative': [1, 2]}"
1667,pt1921.xml,"i,n1s,n1s,m3s","BoH,sADu,uktam,BavatA",4,0,"{'n1s': [1, 2]}","{'nominative': [0, 1]}"
1668,pt889.xml,"i,iic,iic,m2d,iic,m1d,i,pre[1] a3d","tatra,vAyasa,dam,patI,kfta,ASrayO,prati,vasataH",8,1,"{'i': [0, 6], 'iic': [1, 2, 4]}",{}
1669,pt819.xml,"i,m3s,m1s,m1s,m1s,pre p3s,iic,m1s","BoH,anyAyena,eza,varAkaH,nApitaH,baDyate,sADu,samAcAraH",8,1,"{'m1s': [2, 3, 4, 7]}","{'nominative': [1, 2, 3, 4]}"
1670,pt677.xml,"iic,m1s,i,iic,iic,iic,iic,iic,m1s,i,m1s,iic,m1s,i,pre[1] a3s,i,iic,iic,n7s,iic,iic,n2s,ipf[4] a3s","deva,SarmA,api,CAttra,guRa,gaRa,anu,raYjita,manAH,su,viSvastaH,upa,vizwaH,yAvat,tizWati,tAvat,huqa,yUTa,maDye,huqa,yugala,yudDam,apaSyat",23,2,"{'i': [2, 9, 13, 15], 'm1s': [1, 8, 10, 12], 'iic': [0, 3, 4, 5, 6, 7, 11, 16, 17, 19, 20]}","{'nominative': [0, 1, 2, 3]}"
1671,pt800.xml,"fvs,n2s,i,ipv p3s,iic,n1s,n3s,iic,iic,n4s,pre[1] a1s","Badre,SIGram,A,nIyatAm,kzura,BARqam,yena,pOra,karma,karaRAya,gacCAmi",11,2,"{'iic': [4, 7, 8]}",{}
